PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
787,0,2,"Passenger_787, Mr/Mrs. John",female,,2,1,A/5 52438,36.80720214038491,B139,C
788,0,1,"Passenger_788, Mr/Mrs. John",female,43.0,0,0,A/5 17869,36.85193861884506,,S
789,0,3,"Passenger_789, Mr/Mrs. John",male,36.0,0,0,A/5 66862,22.298702570276454,,S
790,0,2,"Passenger_790, Mr/Mrs. John",female,69.0,2,0,A/5 97937,48.154497666045295,,S
791,1,3,"Passenger_791, Mr/Mrs. John",male,,0,0,A/5 35958,58.911678722084815,,S
792,0,3,"Passenger_792, Mr/Mrs. John",male,,0,0,A/5 86302,27.742229392556485,,C
793,0,3,"Passenger_793, Mr/Mrs. John",male,,0,0,A/5 29768,30.87314373951624,,S
794,0,1,"Passenger_794, Mr/Mrs. John",male,30.0,1,0,A/5 36145,10.640650540932892,,S
795,1,3,"Passenger_795, Mr/Mrs. John",female,14.0,0,0,A/5 85622,72.08159988825759,,S
796,1,3,"Passenger_796, Mr/Mrs. John",male,52.0,1,0,A/5 36442,0.7841224302331138,,S
797,0,3,"Passenger_797, Mr/Mrs. John",male,37.0,1,5,A/5 91948,13.71632566799509,,S
798,1,3,"Passenger_798, Mr/Mrs. John",male,15.0,0,0,A/5 35596,40.94132847264654,F199,S
799,0,3,"Passenger_799, Mr/Mrs. John",male,46.0,0,1,A/5 85791,2.671325017381158,,S
800,1,1,"Passenger_800, Mr/Mrs. John",female,77.0,1,0,A/5 52406,6.474358578094411,A4,S
801,1,3,"Passenger_801, Mr/Mrs. John",male,64.0,0,1,A/5 50524,28.475440251628058,,S
802,0,2,"Passenger_802, Mr/Mrs. John",male,55.0,1,0,A/5 33332,26.270917412348698,,C
803,1,1,"Passenger_803, Mr/Mrs. John",male,,2,1,A/5 25764,42.9747258215206,,S
804,0,2,"Passenger_804, Mr/Mrs. John",male,,0,0,A/5 37563,53.58647538857318,C177,S
805,1,1,"Passenger_805, Mr/Mrs. John",male,36.0,1,0,A/5 97675,4.404183369927091,,Q
806,0,1,"Passenger_806, Mr/Mrs. John",female,16.0,1,0,A/5 46370,0.5936646145064207,,Q
807,1,1,"Passenger_807, Mr/Mrs. John",male,,1,0,A/5 15062,37.44056304681544,D61,Q
808,0,3,"Passenger_808, Mr/Mrs. John",female,30.0,0,0,A/5 54645,11.477286491422342,,S
809,0,3,"Passenger_809, Mr/Mrs. John",female,34.0,0,0,A/5 17244,31.470607090495534,,S
810,0,3,"Passenger_810, Mr/Mrs. John",female,,0,0,A/5 16372,5.22111445332509,,S
811,1,2,"Passenger_811, Mr/Mrs. John",male,22.0,0,1,A/5 95501,20.258197697096364,,S
812,1,2,"Passenger_812, Mr/Mrs. John",male,36.0,0,0,A/5 74471,22.46515398393783,,Q
813,0,3,"Passenger_813, Mr/Mrs. John",male,,1,0,A/5 26956,28.14925714133,C7,Q
814,1,2,"Passenger_814, Mr/Mrs. John",female,,0,0,A/5 50473,23.034890443545727,,S
815,1,1,"Passenger_815, Mr/Mrs. John",male,79.0,0,0,A/5 23894,21.906100733529822,,C
816,0,3,"Passenger_816, Mr/Mrs. John",male,9.0,0,0,A/5 79586,12.946135767519548,,C
817,1,1,"Passenger_817, Mr/Mrs. John",male,50.0,1,0,A/5 26709,2.3628982431215,,S
818,0,3,"Passenger_818, Mr/Mrs. John",male,20.0,0,2,A/5 91258,3.0010739889529954,G93,S
819,0,3,"Passenger_819, Mr/Mrs. John",male,75.0,0,1,A/5 25210,18.200625157102035,F49,S
820,0,1,"Passenger_820, Mr/Mrs. John",male,58.0,0,1,A/5 59510,14.07153197982391,,S
821,0,1,"Passenger_821, Mr/Mrs. John",female,,1,0,A/5 48674,23.230365859671167,,S
822,1,3,"Passenger_822, Mr/Mrs. John",male,77.0,0,1,A/5 27733,11.635539537014838,,S
823,0,3,"Passenger_823, Mr/Mrs. John",male,7.0,0,0,A/5 30080,37.26284685672879,G196,S
824,0,1,"Passenger_824, Mr/Mrs. John",male,,2,0,A/5 63412,63.832584233689424,,Q
825,0,3,"Passenger_825, Mr/Mrs. John",male,,1,0,A/5 68971,11.361671846655408,,S
826,1,1,"Passenger_826, Mr/Mrs. John",male,35.0,2,0,A/5 49709,6.8611774153047715,G181,C
827,0,3,"Passenger_827, Mr/Mrs. John",female,61.0,0,0,A/5 69846,3.952080215313714,,S
828,0,3,"Passenger_828, Mr/Mrs. John",male,53.0,0,0,A/5 75480,30.648784297949373,,C
829,1,1,"Passenger_829, Mr/Mrs. John",female,59.0,1,0,A/5 62960,18.77529630491342,,S
830,1,1,"Passenger_830, Mr/Mrs. John",male,2.0,0,0,A/5 51152,6.664777445147426,D197,C
831,1,1,"Passenger_831, Mr/Mrs. John",male,17.0,1,0,A/5 37250,33.88238786431328,,S
832,1,2,"Passenger_832, Mr/Mrs. John",female,16.0,0,0,A/5 95765,5.143552935277616,D80,S
833,0,1,"Passenger_833, Mr/Mrs. John",male,31.0,0,0,A/5 58137,25.85954504687574,,S
834,0,3,"Passenger_834, Mr/Mrs. John",male,1.0,0,0,A/5 92011,23.967156573760466,G2,S
835,1,1,"Passenger_835, Mr/Mrs. John",male,,0,1,A/5 56412,42.403703441693175,,S
836,0,3,"Passenger_836, Mr/Mrs. John",male,,0,0,A/5 53876,1.8139641382591216,,Q
837,0,3,"Passenger_837, Mr/Mrs. John",female,50.0,0,0,A/5 83664,70.01992043987616,,S
838,0,3,"Passenger_838, Mr/Mrs. John",male,75.0,3,0,A/5 60227,38.8478490392304,,S
839,0,3,"Passenger_839, Mr/Mrs. John",female,65.0,0,0,A/5 42450,7.792223479259488,,S
840,0,2,"Passenger_840, Mr/Mrs. John",female,53.0,0,1,A/5 94433,6.483598399066959,,S
841,0,3,"Passenger_841, Mr/Mrs. John",male,2.0,1,0,A/5 83704,18.0811463867002,B83,S
842,1,3,"Passenger_842, Mr/Mrs. John",female,4.0,0,0,A/5 16861,54.44362048491407,,C
843,0,2,"Passenger_843, Mr/Mrs. John",male,,0,1,A/5 71914,59.2381122979661,G49,S
844,1,1,"Passenger_844, Mr/Mrs. John",female,,1,0,A/5 73888,23.517434200185438,,S
845,0,3,"Passenger_845, Mr/Mrs. John",male,43.0,0,0,A/5 89286,63.1014902614234,B105,S
846,1,2,"Passenger_846, Mr/Mrs. John",female,67.0,1,0,A/5 71293,0.1746745654393744,,S
847,0,1,"Passenger_847, Mr/Mrs. John",male,27.0,1,0,A/5 92524,1.1458610987861326,,S
848,1,2,"Passenger_848, Mr/Mrs. John",male,66.0,3,0,A/5 78515,77.70858149624107,,Q
849,0,2,"Passenger_849, Mr/Mrs. John",male,2.0,0,0,A/5 33524,47.780198718683444,F4,C
850,1,3,"Passenger_850, Mr/Mrs. John",female,30.0,0,5,A/5 17065,19.171890167425307,,S
851,0,3,"Passenger_851, Mr/Mrs. John",male,28.0,0,0,A/5 47684,44.82688531774248,,Q
852,1,3,"Passenger_852, Mr/Mrs. John",male,10.0,0,0,A/5 98720,99.69295943345435,C165,C
853,0,1,"Passenger_853, Mr/Mrs. John",female,40.0,1,0,A/5 43365,47.32167602356706,A118,C
854,1,2,"Passenger_854, Mr/Mrs. John",female,42.0,0,2,A/5 68876,59.12042323465542,,S
855,0,3,"Passenger_855, Mr/Mrs. John",female,22.0,0,1,A/5 33704,45.74870327752675,E159,S
856,1,1,"Passenger_856, Mr/Mrs. John",female,,1,0,A/5 67857,5.8936507910315346,,S
857,1,2,"Passenger_857, Mr/Mrs. John",female,27.0,0,0,A/5 15622,57.382565492056656,,S
858,0,3,"Passenger_858, Mr/Mrs. John",female,34.0,0,0,A/5 93797,6.945542107377038,,S
859,0,1,"Passenger_859, Mr/Mrs. John",male,,0,0,A/5 97700,71.40161848773337,,C
860,1,3,"Passenger_860, Mr/Mrs. John",male,12.0,1,0,A/5 89332,19.63805027062942,,C
861,0,1,"Passenger_861, Mr/Mrs. John",female,76.0,0,0,A/5 76201,36.16099149056775,A74,S
862,1,1,"Passenger_862, Mr/Mrs. John",male,,1,0,A/5 42694,22.004609484127805,,S
863,0,2,"Passenger_863, Mr/Mrs. John",male,48.0,0,2,A/5 99766,3.158590761850226,,S
864,0,3,"Passenger_864, Mr/Mrs. John",male,,1,0,A/5 32995,10.992261166717753,,S
865,0,3,"Passenger_865, Mr/Mrs. John",female,65.0,1,2,A/5 90141,131.7934821158139,,S
866,0,3,"Passenger_866, Mr/Mrs. John",male,36.0,0,0,A/5 92999,103.58099811607927,F72,S
867,1,3,"Passenger_867, Mr/Mrs. John",male,,0,0,A/5 18419,12.364120423841547,,S
868,1,1,"Passenger_868, Mr/Mrs. John",male,31.0,0,0,A/5 57952,179.15389166767193,,S
869,0,3,"Passenger_869, Mr/Mrs. John",male,66.0,1,0,A/5 43837,59.77256319988739,,S
870,0,3,"Passenger_870, Mr/Mrs. John",male,,0,0,A/5 80799,30.210298438822306,,S
871,0,3,"Passenger_871, Mr/Mrs. John",male,28.0,0,0,A/5 58877,1.3104581029935083,D107,S
872,0,1,"Passenger_872, Mr/Mrs. John",male,,0,0,A/5 55687,74.14909039372075,,S
873,0,3,"Passenger_873, Mr/Mrs. John",female,,0,0,A/5 47276,26.084960205841725,,C
874,1,1,"Passenger_874, Mr/Mrs. John",male,78.0,0,1,A/5 44523,64.91414669226366,,S
875,1,2,"Passenger_875, Mr/Mrs. John",female,14.0,0,0,A/5 76055,57.547388714717876,,S
876,0,3,"Passenger_876, Mr/Mrs. John",female,58.0,0,0,A/5 64615,57.273557888989245,,C
877,0,3,"Passenger_877, Mr/Mrs. John",male,70.0,1,0,A/5 20514,38.332932003721865,,Q
878,0,2,"Passenger_878, Mr/Mrs. John",female,36.0,0,2,A/5 57456,11.023534431504881,,S
879,0,2,"Passenger_879, Mr/Mrs. John",male,61.0,0,0,A/5 17233,13.110864341141427,,S
880,1,3,"Passenger_880, Mr/Mrs. John",female,33.0,2,0,A/5 11102,11.803123398765788,,S
881,0,3,"Passenger_881, Mr/Mrs. John",male,20.0,1,0,A/5 76133,0.6479886949661203,,S
882,0,3,"Passenger_882, Mr/Mrs. John",female,67.0,2,0,A/5 56715,27.956345610410654,,S
883,0,3,"Passenger_883, Mr/Mrs. John",male,16.0,0,3,A/5 95193,38.4029624631852,,C
884,0,3,"Passenger_884, Mr/Mrs. John",male,68.0,0,0,A/5 16256,61.543399221625506,,S
885,1,2,"Passenger_885, Mr/Mrs. John",male,78.0,0,0,A/5 74800,4.832488724400362,,C
886,0,3,"Passenger_886, Mr/Mrs. John",female,78.0,1,0,A/5 51548,25.141254164501987,,Q
887,1,2,"Passenger_887, Mr/Mrs. John",female,16.0,0,0,A/5 82090,0.2572920977700546,,S
888,0,2,"Passenger_888, Mr/Mrs. John",male,14.0,0,2,A/5 88200,3.197562200635043,,S
889,0,3,"Passenger_889, Mr/Mrs. John",male,,0,0,A/5 52367,1.7835701141994842,,S
890,1,1,"Passenger_890, Mr/Mrs. John",male,,0,0,A/5 99922,41.367167981843856,,S
891,0,3,"Passenger_891, Mr/Mrs. John",female,17.0,0,0,A/5 80382,2.7050871207024887,,S
